ID,Word,Tags
n01577941,"crested myna, Acridotheres trist","http://www.nifc.gov/, 24aou94, b"
n01578180,"hill myna, Indian grackle, grack","http://www.co.mo.md.us, ________"
n01578575,corvine bird,
n01579028,crow,"k978-1, k587-1, k977-1, http://w"
n01579149,"American crow, Corvus brachyrhyn",
n01579260,"raven, Corvus corax","k978-1, bdb94, bulletinyyy, k587"
n01579410,"rook, Corvus frugilegus","pawn, endgame, loht, zheed, chih"
n01579578,"jackdaw, daw, Corvus monedula","mangxamba, kd96, 27aou94, gahsh,"
n01579729,chough,"jahch, skaht, ihj, ooooooooooooo"
n01580077,jay,"kroyts, strahk, hoond, http://ww"
n01580870,"blue jay, jaybird, Cyanocitta cr","red, bright, purple, yellow, pin"
n01581166,"Canada jay, grey jay, gray jay, ",
n01581730,nutcracker,"cinderella, coppelia, oooooooooo"
n01581984,"Clark's nutcracker, Nucifraga co",
n01582220,magpie,oooooooooooooooooooooooooooooooo
n01582398,"European magpie, Pica pica",
n01582856,Australian magpie,
n01583209,butcherbird,"hoshihananomia, el1l, mangxamba,"
n01583495,"currawong, bell magpie","grasswren, sandberger, mangxamba"
n01583828,"piping crow, piping crow-shrike,","pipes, gph04bb, rw95, http://www"
n01584225,"wren, jenny wren",http://www.oklahomacitynationalm
n01584695,"winter wren, Troglodytes troglod","summer, autumn, spring, rainy, f"
n01584853,"house wren, Troglodytes aedon","houses, ,, ., senate, building"
n01585121,marsh wren,"svahng, http://www.co.mo.md.us, "
n01585287,"long-billed marsh wren, Cistotho","short-legged, mmmals, rivetina, "
n01585422,"sedge wren, short-billed marsh w","carex, bulrush, tussock, cyperac"
n01585715,"rock wren, Salpinctes obsoletus","band, pop, punk, 'n', bands"
n01586020,"Carolina wren, Thryothorus ludov",
n01586374,cactus wren,"cacti, saguaro, prickly, cactuse"
n01586941,"mockingbird, mocker, Mimus polyg","drohs, naborsind, mimus, tihg, o"
n01587526,"catbird, grey catbird, gray catb","oly-2004-box, gahsh, kd96, tihg,"
n01587834,"thrasher, mocking thrush","crouch, rsm03, 24aou94, 65stk, o"
n01588002,"brown thrasher, brown thrush, To","gray, brohd, smith, ____________"
n01588725,"rock wren, Xenicus gilviventris","band, pop, punk, 'n', bands"
n01589286,"creeper, tree creeper","parthenocissus, kd94, oooooooooo"
n01589718,"brown creeper, American creeper,","gray, brohd, smith, ____________"
n01589893,"European creeper, Certhia famili",
n01591005,"European nuthatch, Sitta europae",
n01591123,"red-breasted nuthatch, Sitta can","merganser, harebell, paxillus, k"
n01591301,"white-breasted nuthatch, Sitta c","mangxamba, rufous-tailed, ______"
n01591697,"titmouse, tit","mangxamba, kd96, localweather, _"
n01592084,chickadee,"black-capped, chickadees, hoshih"
n01592257,"black-capped chickadee, blackcap","yellow-browed, mangxamba, glauci"
n01592387,"tufted titmouse, Parus bicolor","mangxamba, ooooooooooooooooooooo"
n01592540,"Carolina chickadee, Parus caroli",
n01592694,"blue tit, tomtit, Parus caeruleu","red, bright, purple, yellow, pin"
n01593028,"bushtit, bush tit",
n01594004,"fairy bluebird, bluebird","tale, godmother, tales, fable, c"
n01594372,swallow,"swallowed, k587-1, k978-1, bdb94"
n01594787,"barn swallow, chimney swallow, H","barns, stables, farmhouse, garag"
n01594968,"cliff swallow, Hirundo pyrrhonot","cliffs, http://www.co.mo.md.us, "
n01595168,"tree swallow, tree martin, Hirun","trees, pine, instance, yehv, sha"
n01595450,"white-bellied swallow, tree swal","brush-tailed, kd94, kd96, oly-20"
n01595974,"house martin, Delichon urbica","houses, ,, ., senate, building"
n01596273,"bank martin, bank swallow, sand ","banks, banking, interbk, central"
n01596608,"purple martin, Progne subis","pink, yellow, blue, bright, shad"
n01597022,"wood swallow, swallow shrike","stone, wooden, _________________"
n01597336,tanager,"tanagers, buddleia, aslauga, son"
n01597737,"scarlet tanager, Piranga olivace","pimpernel, em96, bulletinyyy, k9"
n01597906,"western tanager, Piranga ludovic","eastern, southern, west, part, s"
n01598074,"summer tanager, summer redbird, ","winter, spring, autumn, beginnin"
n01598588,shrike,"lanius, red-backed, kd96, mmmals"
n01598988,butcherbird,"hoshihananomia, el1l, mangxamba,"
n01599159,"European shrike, Lanius excubito",
n01599269,"northern shrike, Lanius borealis","southern, northeastern, northeas"
n01599556,"loggerhead shrike, Lanius lucovi","leatherback, turtles, turtle, ha"
n01600085,bush shrike,"clinton, obama, gore, w., cheney"
n01600657,"bowerbird, catbird","violaceus, bowerbirds, xyletobiu"
n01601068,"satin bowerbird, satin bird, Pti","dresses, embroidered, lace, slin"
n01601694,"water ouzel, dipper","drinking, seawater, potable, sup"
n01602630,vireo,"black-capped, blue-headed, +.44,"
n01602832,"red-eyed vireo, Vireo olivaceous","mangxamba, gahsh, skaht, 28aou94"
n01603152,"blue-headed vireo, Vireo solitar","mangxamba, skaht, kd96, jenalia."
n01603600,waxwing,"mangxamba, mirosternus, jenalia."
n01603812,"cedar waxwing, cedarbird, Bombyc","pine, grove, redwood, cypress, _"
n01603953,"Bohemian waxwing, Bombycilla gar",
n01604330,"bird of prey, raptor, raptorial ","birds, avian, flu, migratory, ou"
n01604968,"Accipitriformes, order Accipitri",
n01605630,hawk,"k978-1, k587-1, bulletinyyy, htt"
n01606522,"goshawk, Accipiter gentilis","goshawks, gentilis, accipiter, o"
n01606672,"sparrow hawk, Accipiter nisus","saxaul, 65stk, http://www.nifc.g"
n01606809,"Cooper's hawk, blue darter, Acci",
n01607600,"rough-legged hawk, roughleg, But","mangxamba, k586-1, kd96, kd94, _"
n01607812,"red-shouldered hawk, Buteo linea","broad-winged, mangxamba, k586-1,"
n01607962,"buzzard, Buteo buteo","rough-legged, fahnt, kd94, ooooo"
n01608265,"honey buzzard, Pernis apivorus","ginger, k587-1, k978-1, http://w"
n01608432,kite,"kites, www.slarmy.org, piyanart,"
n01608814,"black kite, Milvus migrans","white, dark, brown, blue, colore"
n01609062,"swallow-tailed kite, swallow-tai","kd96, kd94, mangxamba, kd95, jen"
n01609391,"white-tailed kite, Elanus leucur","deer, squirrels, raccoons, prong"
n01609751,harrier,"av-8b, gr7, av-8, harriers, oly-"
n01609956,"marsh harrier, Circus Aeruginosu","svahng, http://www.co.mo.md.us, "
n01610100,"Montagu's harrier, Circus pygarg",
n01610226,"marsh hawk, northern harrier, he","svahng, http://www.co.mo.md.us, "
n01610552,"harrier eagle, short-toed eagle","av-8b, gr7, av-8, harriers, oly-"
n01610955,falcon,"mo95, http://www.mediabynumbers."
n01611472,"peregrine, peregrine falcon, Fal","falcon, http://www.statoil.com, "
n01611800,"gyrfalcon, gerfalcon, Falco rust","mangxamba, kd96, ooooooooooooooo"
n01611969,"kestrel, Falco tinnunculus","sparrowhawk, http://www.statoil."
n01612122,"sparrow hawk, American kestrel, ","saxaul, 65stk, http://www.nifc.g"
n01612275,"pigeon hawk, merlin, Falco colum","pigeons, 65stk, http://www.media"
n01612476,"hobby, Falco subbuteo","enthusiast, pastime, hobbies, bu"
n01612628,caracara,"mangxamba, rivetina, +.44, _____"
n01613177,"carancha, Polyborus plancus",
n01613294,"eagle, bird of Jove","bald, kuhdz, http://www.co.mo.md"
n01613615,young bird,"youngsters, younger, teenagers, "
n01613807,eaglet,"mangxamba, skaht, http://www.ope"
n01614038,"harpy, harpy eagle, Harpia harpy","js03, oooooooooooooooooooooooooo"
n01614343,"golden eagle, Aquila chrysaetos","http://www.nwguild.org, k978-1, "
n01614556,"tawny eagle, Aquila rapax","kd94, oooooooooooooooooooooooooo"
n01614925,"bald eagle, American eagle, Hali","http://www.mediabynumbers.com, k"
n01615121,sea eagle,"ocean, waters, seas, mediterrane"
n01615303,"Kamchatkan sea eagle, Stellar's ",
n01615458,"ern, erne, grey sea eagle, gray ","bq, cn, mna, scr, cos"
n01615703,"fishing eagle, Haliaeetus leucor","fishermen, fisherman, boats, fis"
n01616086,"osprey, fish hawk, fish eagle, s","v-22, mv-22, raptor, http://www."
n01616318,vulture,"vultures, js03, em96, http://www"
n01617095,"griffon vulture, griffon, Gyps f","vendéen, fahnt, kd96, kd94, oooo"
n01617443,"bearded vulture, lammergeier, la","bespectacled, burly, haired, por"
n01617766,"Egyptian vulture, Pharaoh's chic",
n01618082,"black vulture, Aegypius monachus","white, dark, brown, blue, colore"
n01618503,"secretary bird, Sagittarius serp","secretaries, powell, deputy, alb"
n01619310,"buzzard, turkey buzzard, turkey ","rough-legged, fahnt, kd94, ooooo"
n01619536,condor,"fahnt, http://www.statoil.com, j"
n01619835,"Andean condor, Vultur gryphus",
n01620135,"California condor, Gymnogyps cal",
n01620414,"black vulture, carrion crow, Cor","white, dark, brown, blue, colore"
n01620735,"king vulture, Sarcorhamphus papa","queen, monarch, prince, kingdom,"
n01621127,"owl, bird of Minerva, bird of ni","owls, screech, spotted, squirrel"
n01621635,owlet,"glaucidium, puffbird, sparganoth"
n01622120,"little owl, Athene noctua","bit, much, nothing, even, too"
n01622352,horned owl,"frogs, owls, tcu, lizards, lizar"
n01622483,"great horned owl, Bubo virginian","good, well, greatest, tremendous"
n01622779,"great grey owl, great gray owl, ","good, well, greatest, tremendous"
n01622959,"tawny owl, Strix aluco","kd94, oooooooooooooooooooooooooo"
n01623110,"barred owl, Strix varia","prohibited, barring, prevented, "
n01623425,"screech owl, Otus asio","shriek, screeching, oly-2004-box"
n01623615,screech owl,"shriek, screeching, oly-2004-box"
n01623706,scops owl,"k586-1, localweather, 27aou94, m"
n01623880,"spotted owl, Strix occidentalis","spotting, noticed, approached, a"
n01624115,"Old World scops owl, Otus scops",
n01624537,"hawk owl, Surnia ulula","k978-1, k587-1, bulletinyyy, htt"
n01624833,"long-eared owl, Asio otus","short-eared, auritus, diorhabda,"
n01625562,"barn owl, Tyto alba","barns, stables, farmhouse, garag"
n01627424,amphibian,"reptile, amphibians, caeciliidae"
n01628770,"urodele, caudate",
n01629276,salamander,"salamanders, eurycea, ambystoma,"
n01629819,"European fire salamander, Salama",
n01629962,"spotted salamander, fire salaman","spotting, noticed, approached, a"
n01630284,"newt, triton","gingrich, dole, lott, armey, has"
n01630670,"common newt, Triturus vulgaris","example, commonly, particular, i"
n01630901,"red eft, Notophthalmus viridesce","yellow, blue, pink, green, white"
n01631354,"rough-skinned newt, Taricha gran","triturus, mangxamba, kd96, sandb"
n01631663,eft,"mangxamba, js03, ooooooooooooooo"
n01632458,"spotted salamander, Ambystoma ma","spotting, noticed, approached, a"
n01632601,"tiger salamander, Ambystoma tigr","tigers, woods, shmahn, elephant,"
n01632777,"axolotl, mud puppy, Ambystoma me","mangxamba, gweye, 27aou94, 28aou"
n01633406,"hellbender, mud puppy, Cryptobra","mangxamba, 27aou94, jenalia.more"
n01633781,"giant salamander, Megalobatrachu","gigantic, behemoth, huge, big, r"
n01635027,"dicamptodon, dicamptodontid",
n01636352,"eastern red-backed salamander, P","western, southeastern, northeast"
n01636829,dusky salamander,"mottled, grayish, 24aou94, ooooo"
n01637615,"slender salamander, worm salaman","elongated, wiry, slim, plump, st"
n01639765,"frog, toad, toad frog, anuran, b","toad, frogs, monkey, squirrel, s"
n01640846,"true frog, ranid","indeed, fact, reason, actually, "
n01641206,"wood-frog, wood frog, Rana sylva",
n01641391,"leopard frog, spring frog, Rana ","cheetah, lion, zebra, shmahn, le"
n01641577,"bullfrog, Rana catesbeiana","kd94, kd96, oooooooooooooooooooo"
n01641739,"green frog, spring frog, Rana cl","red, purple, blue, brown, bright"
n01642257,"pickerel frog, Rana palustris",oooooooooooooooooooooooooooooooo
n01642539,"grass frog, Rana temporaria","lawn, pasture, grasses, roots, g"
n01643507,"barking frog, robber frog, Hylac","barked, growling, bellowing, pan"
n01643896,"crapaud, South American bullfrog",
n01644373,"tree frog, tree-frog","trees, pine, instance, yehv, sha"
n01644900,"tailed frog, bell toad, ribbed t","em96, greg.wilcoxdailynews.com, "
n01645776,true toad,"indeed, fact, reason, actually, "
n01646292,bufo,"toad, xenophrys, atelopus, dendr"
n01646388,"agua, agua toad, Bufo marinus","caliente, vruhl, kahsr, dulce, h"
n01646555,"European toad, Bufo bufo",
n01646648,"natterjack, Bufo calamita","mangxamba, kd96, 27aou94, 28aou9"
n01646802,"American toad, Bufo americanus",
n01646902,"Eurasian green toad, Bufo viridi",
n01647303,"Texas toad, Bufo speciosus",
n01647640,"western toad, Bufo boreas","eastern, southern, west, part, s"
n01648139,"obstetrical toad, midwife toad, ","obstetric, 28aou94, js03, oooooo"
n01648620,"fire-bellied toad, Bombina bombi",
n01649170,"spadefoot, spadefoot toad","toad, natterjack, xenophrys, ate"
n01650167,"tree toad, tree frog, tree-frog","trees, pine, instance, yehv, sha"
n01650690,"spring peeper, Hyla crucifer","autumn, summer, beginning, fall,"
n01651059,"canyon treefrog, Hyla arenicolor","creek, canyons, yosemite, yellow"
n01652026,chorus frog,"choruses, singing, choir, sings,"
n01654637,"African clawed frog, Xenopus lae",
n01661091,"reptile, reptilian","reptiles, mammal, amphibian, liz"
n01662622,"chelonian, chelonian reptile",
n01662784,turtle,"turtles, tortoise, loggerhead, l"
n01663401,"sea turtle, marine turtle","ocean, waters, seas, mediterrane"
n01663782,"green turtle, Chelonia mydas","red, purple, blue, brown, bright"
n01664065,"loggerhead, loggerhead turtle, C","leatherback, turtles, turtle, ha"
n01664369,ridley,"wc2003-sri, www.slarmy.org, jaco"
n01664492,"Atlantic ridley, bastard ridley,",
n01664674,"Pacific ridley, olive ridley, Le",
n01664990,"hawksbill turtle, hawksbill, haw","leatherback, loggerhead, turtle,"
n01665541,"leatherback turtle, leatherback,","loggerhead, hawksbill, turtle, t"
n01665932,snapping turtle,"snapped, kd97, snap, piyanart, s"
n01666228,"common snapping turtle, snapper,","example, commonly, particular, i"
n01666585,"alligator snapping turtle, allig","alligators, crocodile, lizard, r"
n01667114,mud turtle,"muddy, sand, muck, dirt, washed"
n01667432,"musk turtle, stinkpot","greg.wilcoxdailynews.com, gph04b"
n01667778,terrapin,oooooooooooooooooooooooooooooooo
n01668091,"diamondback terrapin, Malaclemys","myoot, http://www.nifc.gov/, kd9"
n01668436,"red-bellied terrapin, red-bellie","kd96, mangxamba, alectryon, porp"
n01668665,"slider, yellow-bellied terrapin,","changeup, curveball, fastball, s"
n01668892,"cooter, river cooter, Pseudemys ","kd94, kd96, tihg, skaht, ooooooo"
n01669191,"box turtle, box tortoise","boxes, _________________________"
n01669372,"Western box turtle, Terrapene or",
n01669654,"painted turtle, painted terrapin","painting, paint, murals, adorned"
n01670092,tortoise,"tortoises, turtle, oly-2004-cycl"
n01670535,"European tortoise, Testudo graec",
n01670802,giant tortoise,"gigantic, behemoth, huge, big, r"
n01671125,"gopher tortoise, gopher turtle, ","aes256-sha, 65stk, kd94, http://"
n01671479,"desert tortoise, Gopherus agassi","deserts, arid, mojave, gobi, des"
n01672032,"soft-shelled turtle, pancake tur","http://www.kasparovchess.com, ma"
n01673282,"tuatara, Sphenodon punctatum","mangxamba, kd95, oly-2004-box, h"
n01674464,lizard,"lizards, reptile, alligator, sna"
n01674990,gecko,"hemidactylus, leaf-toed, geckos,"
n01675722,banded gecko,oooooooooooooooooooooooooooooooo
n01677366,"common iguana, iguana, Iguana ig","example, commonly, particular, i"
n01677747,"marine iguana, Amblyrhynchus cri","marines, corps, sergeant, navy, "
n01678043,"desert iguana, Dipsosaurus dorsa","deserts, arid, mojave, gobi, des"
n01678343,"chuckwalla, Sauromalus obesus","thruh, skaht, hits_gwynn, dwayk,"
n01679307,earless lizard,"mangxamba, masdevallia, nannosto"
n01679626,collared lizard,"buttoned, oooooooooooooooooooooo"
n01679962,leopard lizard,"cheetah, lion, zebra, shmahn, le"
n01680264,spiny lizard,"http://www.nifc.gov/, rw95, em96"
n01680478,fence lizard,"fences, barbed, perimeter, fence"
n01680655,"western fence lizard, swift, blu","eastern, southern, west, part, s"
n01680813,"eastern fence lizard, pine lizar","western, southeastern, northeast"
n01681328,"side-blotched lizard, sand lizar",
n01681653,"tree lizard, Urosaurus ornatus","trees, pine, instance, yehv, sha"
n01681940,"horned lizard, horned toad, horn","frogs, owls, tcu, lizards, lizar"
n01682172,"Texas horned lizard, Phrynosoma ",
n01682435,basilisk,"oly-2004-box, js03, kd96, mangxa"
n01682714,"American chameleon, anole, Anoli",
n01683558,night lizard,"evening, saturday, afternoon, su"
n01684133,"skink, scincid, scincid lizard","skinks, blue-tongued, chalcides,"
n01684578,"western skink, Eumeces skiltonia","eastern, southern, west, part, s"
n01685808,"whiptail, whiptail lizard","cnemidophorus, capillaria, mangx"
n01687665,"agamid, agamid lizard","glipostenoda, leccinum, mordelli"
n01687978,agama,"+.11, skaht, sastras, mangxamba,"
n01688243,"frilled lizard, Chlamydosaurus k","3.6728, mangxamba, .2723, oooooo"
n01689081,"mountain devil, spiny lizard, Mo","mountains, slopes, foothills, al"
n01689811,alligator lizard,"alligators, crocodile, lizard, r"
n01690149,"blindworm, slowworm, Anguis frag",
n01691217,legless lizard,"kd96, kd94, oooooooooooooooooooo"
n01692333,"Gila monster, Heloderma suspectu",
n01692523,"beaded lizard, Mexican beaded li","sequined, embroidered, dresses, "
n01693175,"sand lizard, Lacerta agilis","dunes, gravel, mud, sandy, beach"
n01693334,"green lizard, Lacerta viridis","red, purple, blue, brown, bright"
n01693783,"chameleon, chamaeleon",oooooooooooooooooooooooooooooooo
